id;val
11;0.3064817656556923,0.7340765295222254,0.6878086351953623,0.6433616946580673,0.10787250496784773,0.374622746884691,0.6433422019660553,0.5291510879215308,0.3568409574817273,0.44591251997658254
12;0.8783422858623402,0.0911631267484907,0.9778721912747298,0.6864623428254669,0.3537475401498301,0.10098416949450639,0.26491051563965895,0.8262237207240953,0.9100911755336811,0.5693554742676961
13;0.4959172645893033,0.7047042427751649,0.16930518686613938,0.9902133507173378,0.3555428544689111,0.916384363114189,0.9559203751206409,0.8777980184999392,0.7085804730294175,0.49583523421084397
14;0.17003807513218694,0.8577815995255922,0.2821518165560227,0.31438610519993315,0.829429918354699,0.3146960699486999,0.633367516753438,0.9362868422512511,0.35202845517575265,0.8151776826086575
15;0.169929083408221,0.15976002386958155,0.623502162926686,0.305312014096212,0.329518486424383,0.8363706188091417,0.9235955684928652,0.737638472303357,0.4822956700224439,0.3848295902447296
16;0.9314802555232221,0.694676074851638,0.627847614656569,0.2819555815133966,0.18649687861705955,0.49633253185951254,0.5872368625138507,0.15711028116998227,0.8963448363455566,0.3813180373807117
17;0.2657751607632014,0.14725509001511738,0.0940332945857627,0.9895424172910948,0.04304108183541355,0.3853799805306606,0.2925989878350145,0.9121001386949533,0.4144637234289522,0.7924034358898666
18;0.8854936655512492,0.5529078014854836,0.5022265259592308,0.6447616359412709,0.9539295532477893,0.9202820285272955,0.37972842872552015,0.9449256806176121,0.3856079275408063,0.6877698576388649
19;0.3096722227991542,0.8607554163818675,0.6609702217704032,0.8708808157389482,0.8354769983642636,0.8205779930764868,0.648941729850712,0.9494085887132461,0.9593670553569741,0.663761608108611
20;0.566447761898314,0.9445208021592737,0.508352275570562,0.6837244136913704,0.10490547403651307,0.4205063124210924,0.5805776315374236,0.7753725126736067,0.1338628790037063,0.5511849644344093
21;0.47634418913368004,0.9320464322825561,0.2868254290442286,0.1488303520165276,0.1451842265382346,0.186971040172348,0.1957406504185556,0.6343547829246462,0.3269984505614274,0.060037300048788156
22;0.3505867934575265,0.8597656178702345,0.7197774048271284,0.7730712066098414,0.4519550245293592,0.8656519723035127,0.7991899702447385,0.017842113466395526,0.9846288274845344,0.16148380507379612
23;0.349785503310883,0.06236493912798524,0.4352720187463769,0.2050688095971679,0.11617959897169838,0.8302293538930067,0.37975713502312536,0.42058287545618567,0.7253063125665107,0.7504206189390864
24;0.13309283929546878,0.7339838459311242,0.004390939721095943,0.741268863088328,0.695325074722696,0.6172082732073219,0.5783605325297141,0.45237913385244066,0.1742334578403838,0.8886954423185676
25;0.8751458933349746,0.577849883869317,0.1263565875915027,0.329751879860119,0.5931670882331118,0.9486121034087222,0.6302269223374827,0.9040763111546237,0.40125669030903266,0.1840559899315336
26;0.27861542439923415,0.6216136547753716,0.17242978166370437,0.9951146678731798,0.0033706254666562296,0.9443585843010178,0.4919119566714807,0.9024403788334122,0.007176826278498583,0.05548195303206016
27;0.9028209949356385,0.9778491541340167,0.22184435028931537,0.056802957417412814,0.6774540389446752,0.40353993230049745,0.9311360307908347,0.3754839040334672,0.27783358334894537,0.33071478325373027
28;0.2113251045289235,0.29313182030208595,0.3982136512104847,0.9855985333056451,0.019146362544885664,0.20198057520640345,0.3072674797461352,0.9024420125203888,0.2052937174893198,0.9609703154296924
29;0.11264212458720513,0.062352679530573774,0.5972986587017343,0.8574252979341853,0.8174692464823099,0.7043905946445824,0.7403335681173686,0.4905656758172915,0.34237235995328563,0.1755421515838883
30;0.368496858724215,0.46019629378853555,0.511087681624661,0.5898330759735622,0.18268615477592687,0.07384578629828509,0.22071484190987334,0.7207619477731586,0.8787916957011906,0.6254295305368766
31;0.7132721654886128,0.7964032096305363,0.2794227857247539,0.15830213602977616,0.8814318945274079,0.08324437201051837,0.6593797428263842,0.7429512546968051,0.32224513922220166,0.9469647609917407
32;0.526041843825352,0.5082848826483068,0.15618030364915525,0.46685069647148636,0.03847732665735215,0.5747695170560893,0.9669687017227816,0.45878820918983243,0.3410729981017996,0.7512476714871076
33;0.32273254866964396,0.20029062244190998,0.2840910126670616,0.611156688744097,0.8611985325574901,0.402974453578579,0.9041210628715425,0.8864417541188476,0.7591206008821997,0.005869995446818543
34;0.568867839214738,0.7986496053723385,0.18662881088973315,0.02767148803713304,0.34636271835584886,0.6448225023893126,0.9978381689863718,0.23671752981301952,0.148297366250291,0.5358006876485153
35;0.8823997895183598,0.682595696517249,0.8627881566583437,0.055361701706918676,0.9059261781018061,0.33464218725538075,0.8624604871430589,0.9415554359349358,0.9251015499108522,0.1025913528991591
36;0.009274401869436621,0.6762355168215843,0.8434769123088504,0.10970676477218133,0.594935980861205,0.584284739191575,0.6601641498793746,0.13735296374317507,0.7645738073378544,0.9667434493219719
37;0.6809488371606396,0.40141406362068877,0.2838934941603888,0.2336773725263801,0.17408762636621988,0.5946158977819075,0.19636026787865724,0.05897787592940096,0.3300183232440981,0.9745764912716262
38;0.44224318134265517,0.2863693712617872,0.6927482714661345,0.34658521532899955,0.5282135268307603,0.9826211104907177,0.4612374896680419,0.48977331667746293,0.0012678033891339036,0.5408165765798029
39;0.8600675725522229,0.021726960563354214,0.4069477260660116,0.7448080316929185,0.8354660025914301,0.7463731821510011,0.09425190677424611,0.8155904012098372,0.09240357911169117,0.9841566788104408
40;0.7894037600711147,0.7888565953764125,0.0466339462528933,0.12859947418996187,0.7597545556816884,0.9976690960683369,0.06797770815853577,0.26420693973262444,0.26781246010236803,0.5656183101729928
41;0.7633756360389506,0.8946369809515546,0.15050286760068088,0.1884919449124023,0.8996973203796854,0.33689608121757153,0.35476597595687076,0.6339955471577656,0.5332090857724531,0.8265303932798613
42;0.5324748042402454,0.7472179811798227,0.18423675996288635,0.6673966751804101,0.038804427542587394,0.6507001005625987,0.8274212167732932,0.7652907204066314,0.4276657612812317,0.9984385366004415
43;0.45940174211542206,0.8413501973704037,0.6926143195210566,0.44020624843525313,0.1314433151304829,0.7796481870316219,0.8529143779941297,0.3849407922749518,0.6272199579101447,0.950220582476081
44;0.4705713892599587,0.3056098592649845,0.5068240599547789,0.4365948587254871,0.7466527415464729,0.2130736020984706,0.7105563657989998,0.3628139538303107,0.931743650458413,0.561906548122524
45;0.07425927298779278,0.09659633958541347,0.8298197712731681,0.7078762051475315,0.4480281229481481,0.7406744592074966,0.2462342310715202,0.7880875762103171,0.029791615309418762,0.5823681311939317
46;0.8934735192233576,0.9774291670079359,0.878639338706318,0.5838537123490001,0.5860552141905333,0.21648871194603347,0.4914637940586829,0.11678461500343673,0.27611003351230023,0.5210407063139177
47;0.4556596150200033,0.3219377306970608,0.9093427949269051,0.7639054896393219,0.3052022659013274,0.045404924897145205,0.867442910894602,0.905743418441717,0.03025376039362082,0.5354642672388458
48;0.6038771121361538,0.2916304768892999,0.8252591584204615,0.4414035959072251,0.8913216535711305,0.6418745449222965,0.9266813150511761,0.7249229127018852,0.4753725102073584,0.681421122912175
49;0.795713136230028,0.25455901201177933,0.5260118321913941,0.4874255711394234,0.27401249925709203,0.8047999652019464,0.6507950819342214,0.9797782386133653,0.9779195924299252,0.4093036051994464
50;0.1831107005277427,0.6725722962529055,0.4214813519201689,0.68949014979172,0.710184130482266,0.6371024374076366,0.39039936162943545,0.28158643322941135,0.25709849281228514,0.9659007523506452
51;0.8746111319497016,0.601217902195637,0.39128736481962745,0.2836867850358462,0.9264656094429249,0.5977859385827817,0.5145117769280567,0.7343814495936196,0.7029601585345487,0.6744781984835285
52;0.9280908305151934,0.2967949454638037,0.7289445225769309,0.0826369065718926,0.42908185034813484,0.20111458071617772,0.056803605206197205,0.09351690633675835,0.9695824584171351,0.35262141251140977
53;0.6405549540145958,0.2503386248185244,0.6578953489052546,0.44101072652939743,0.0578733188431072,0.44231954044735333,0.3062323855801411,0.24902704966799927,0.3541060869593332,0.19184328711856158
54;0.6273469970522697,0.9432820254706255,0.22812614667992348,0.40933753099691517,0.9474293614237188,0.79988567861247,0.8551359627925357,0.7787906072808184,0.5701753904367072,0.10122862383294606
55;0.4618642454370826,0.8055167484905167,0.6972637565042022,0.9271360815304283,0.7503347064517351,0.7166081103813097,0.5268543185600619,0.7949469800590643,0.7979873739418805,0.32988487403281896
56;0.8400222703178083,0.4403309010454679,0.9119657822953734,0.21350021800634944,0.9901469560652172,0.34397462116857946,0.36193348325950625,0.17749619547644135,0.12301483279861813,0.18400320164381512
57;0.6026200377662061,0.7276175173294661,0.18904954376233318,0.26456508625761244,0.2848953689975652,0.5372081613467571,0.7459338783066182,0.5952961401935023,0.4576612690734764,0.785777363437005
58;0.7216416076253345,0.48708507381299304,0.8543744995099488,0.9300107805759632,0.45558191666019443,0.1311414025029849,0.8991101118577937,0.3024094456418902,0.08427732521621056,0.8927250503758379
59;0.5194931604550876,0.3281837317116151,0.4847440682249097,0.09832782446614274,0.2649137950462861,0.21631188956155067,0.166971075300005,0.4177820434121474,0.32974095396192593,0.19473719242946075
60;0.774749689772622,0.1921587220450629,0.014583981704859417,0.6854309666841343,0.688642322125301,0.0605634113067387,0.9711343598785861,0.3944099450052039,0.09775628438231043,0.8522236915097529
61;0.03979990342688233,0.8359976296386351,0.16991826428589607,0.625282973890178,0.8267239201531457,0.9553982578301773,0.6912341012672791,0.5942492545957522,0.25560893670635587,0.006813518071787317
62;0.8800037646666283,0.8386555257931616,0.2309525220086831,0.8873986890275695,0.26507297198233504,0.24487702921863852,0.6148120842448128,0.7815141671557599,0.6059213432850219,0.7466152389693644
63;0.9109222820297079,0.1663877810741785,0.6242173054261775,0.9936312744794533,0.3375545994790152,0.20421896046241028,0.28699913432550705,0.11253626224363544,0.5822051715199458,0.7388532877055463
64;0.04082445652497002,0.05539913871373914,0.8007225125645632,0.0015187729128128824,0.07557716691039174,0.01498389624659846,0.24160988994463284,0.9978380616019739,0.4279191772188631,0.41880156955596004
65;0.9469782581403032,0.9995433048400069,0.8774729677124037,0.28513427460158314,0.6421292089502508,0.9810044031222809,0.8905551867088111,0.5885172092172092,0.09389647911195842,0.32705528646365634
66;0.44573183140763073,0.3732293205349485,0.6668586868953813,0.5441321860270912,0.03804328058555939,0.18250192012290423,0.4816092635759407,0.6134864698543543,0.5195788276243352,0.3802786974415625
67;0.3639604426955847,0.5771338134686357,0.8013001241668651,0.5102886086630192,0.3293167134549039,0.988123896733762,0.24773263009670077,0.9450423158095882,0.12267658217112376,0.8641213892448639
68;0.27341458487417447,0.5013597934565013,0.42936775112638914,0.11026470351600193,0.4129523279536459,0.8546242989862148,0.9394693981908713,0.11514418425778339,0.2785818097711861,0.3680298852687195
69;0.4331106594170858,0.9766927305402581,0.7652432253195919,0.8068825304047509,0.48090497892714634,0.7669525528183759,0.5950728586130459,0.6683714718098506,0.3387361101537265,0.9361147486371979
70;0.5438052307567666,0.5968555051466935,0.203479342667108,0.06210569306519542,0.7523926355522703,0.36452511081748395,0.5366018424468029,0.619112023941396,0.5348816462468926,0.49252114124295887
71;0.13176604538026282,0.7013466388834015,0.7532646221177905,0.7329355422322906,0.7535214924206699,0.3455817795738403,0.024164872151700822,0.6223187123958644,0.9522339770507706,0.6804179717248616
72;0.44475568482220795,0.7107888477346798,0.16676350193255574,0.7457552095150705,0.7490323401182815,0.6178002505287127,0.6265657627767937,0.454081155099441,0.11038462936746862,0.9771918702364942
73;0.5521642072462793,0.886858054150539,0.3013751439879583,0.5228557659803349,0.9514302514034643,0.8059283221363067,0.9863359562694716,0.5927078295061405,0.5261708465804963,0.5164004306746908
74;0.9778262314646383,0.41468536613805884,0.13061162811920068,0.10918365538256203,0.2476201404598124,0.7155694965027336,0.1630448816793788,0.9339040469468867,0.49049801632168255,0.43437470580255255
75;0.24493217899789,0.47338406687269496,0.17940408636433092,0.7372175275548771,0.340835499368108,0.13569327546397592,0.37432561846281176,0.9055843319520871,0.7424549012916817,0.9982950254087832
76;0.8003191345371565,0.5348332222027757,0.8470287402949067,0.917333979761511,0.053387406624722966,0.21325221082238066,0.10108191931429988,0.7995019512371343,0.398843894727682,0.8616491330262511
77;0.5803140065774848,0.2927467783218246,0.6603778959610447,0.7459598695096085,0.044696200720680146,0.6768905441738543,0.9927306299395064,0.07887216261551633,0.4271681602265496,0.5245181254240637
78;0.3686689864264642,0.6244257826250401,0.10096819747168306,0.9843427729043802,0.059829785367102706,0.0316914349945695,0.7267402219431944,0.4126206239552944,0.23973406777664386,0.0294103570299582
79;0.429775154629082,0.601259828990298,0.6553116871923858,0.9032325668291559,0.33973080240222964,0.5293043309399335,0.5755887001011591,0.387002094108747,0.18859132598843353,0.7788967167946769
80;0.6520522277882996,0.7826015502294805,0.12022755419285247,0.790588098518619,0.3891512404158872,0.3533736839095394,0.7298651477043582,0.4879550028818167,0.3362572349705133,0.17192950879405755
81;0.4801357450791439,0.11148843883330839,0.6863423135418293,0.30307818233344563,0.21936380822807888,0.1486117876471269,0.3365491042596731,0.44559216118880784,0.7937761020009039,0.6821406809041044
82;0.25538677087054695,0.2619270830155517,0.8594711428250477,0.7479989865851477,0.036371082537313026,0.4838293004462134,0.7880370779762633,0.05779754580146257,0.97340982439056,0.7876284224825227
83;0.4038793766275771,0.07791209389180742,0.8142811970302836,0.22130735202086516,0.765664570033817,0.7248377402199154,0.7105962485230971,0.15920860541877213,0.8875800865080811,0.09819173720668317
84;0.4749251116033337,0.39703075551920197,0.2368687201203845,0.22772708252447316,0.8505899219886903,0.5621282857425217,0.6090753706731907,0.45245383023347086,0.7389591291991018,0.5320194678166726
85;0.9516653231839919,0.20225061252438625,0.5872676074334906,0.23779745053395884,0.3268501841967897,0.09120780176942633,0.4395029735432783,0.15598986153793937,0.5070062903340995,0.7317484617450019
86;0.10744443948041249,0.7950965764253726,0.3576980014409553,0.979690388934961,0.9775134165870966,0.6480344268935508,0.28498340823016344,0.2833916064141253,0.35018398424943453,0.7556028128596952
87;0.798358588793488,0.44143953023936966,0.7623882840452464,0.07204520297338657,0.005417669664794733,0.3651198657896849,0.9797413210195416,0.7425778362679054,0.1683721674341896,0.23453298455183103
88;0.03928668886958042,0.9704305407619729,0.8532907686191863,0.05735080515378188,0.22885712054533014,0.12561106969549996,0.8165769984258012,0.48205658989546907,0.2608905746561325,0.22240240687849422
89;0.3941051034033146,0.3888952107943664,0.9958892003048592,0.18735861255018638,0.6088484500533942,0.3347252905109799,0.6932751241702929,0.04776955706252206,0.8404826538097963,0.20463292271376765
90;0.8942974722215357,0.3877578981761881,0.8243959159275952,0.3568712884771824,0.7361369484928528,0.4518354820290472,0.20115893115566919,0.6690518469774085,0.8548388438794144,0.733554649633353
91;0.6681082450031767,0.9311537835559691,0.4295095208212236,0.4650685134635336,0.40549190317190775,0.007665523048613898,0.2288839619953177,0.11533701525928597,0.9099484420645736,0.02424938953209077
92;0.8481288795132101,0.39859726724789357,0.3244079930151351,0.8471152830757407,0.42351707787925985,0.5434981107750606,0.7723463391240111,0.8807250295315964,0.545512047928826,0.6992521481479561
93;0.5379784219917831,0.6505868523305142,0.9646715583433484,0.49765881530695544,0.8073869909747502,0.2905608580702699,0.4422087825782547,0.7184093000538057,0.3385766706123813,0.17232993849513623
94;0.6999150102328884,0.7793157584694865,0.10220460698251543,0.025494234148191297,0.9391199934293637,0.057627747195421186,0.26234592061636475,0.5266380619026351,0.40556652538141535,0.46234569136369785
95;0.44355323855579376,0.40506430212009314,0.19432283351337198,0.6553747897588865,0.4474439951105883,0.9709398575209762,0.9379355392141284,0.07473744728298404,0.786345841910245,0.5990348678217241
96;0.3064597448210029,0.16960037959675633,0.5570443799023972,0.8816224614868382,0.08780408787693594,0.8942580611548013,0.9499676045877484,0.9870645789738951,0.9547688688002448,0.3420460127330428
97;0.46756830754548295,0.6265044876487569,0.4095746646178756,0.976719355092793,0.5426161110378591,0.7731602738578606,0.7540943697370748,0.02571216837204726,0.21721960260729456,0.1817577755990043
98;0.7631339877185853,0.7060013208668665,0.20491529105942785,0.4788051574209985,0.8921729252730252,0.796658118711428,0.3733524799005342,0.6518527524829462,0.6947625296540797,0.42978902062923197
99;0.007178552945345751,0.003361876169690081,0.02005719712990206,0.047275373363623086,0.5622896192966969,0.8701755079140197,0.02915779734828583,0.22971022178710354,0.433049952856135,0.23568781610352707
100;0.691570060006577,0.3364629384236144,0.9236045574810992,0.7268512362175338,0.15879537820160428,0.8300010242825271,0.2585043060573098,0.8536063322077005,0.5547142040009537,0.5986608515501612
101;0.1478192140740444,0.7681687730155091,0.6829360933510733,0.7873184983139175,0.39196609824281714,0.18578882754124415,0.2452402405734292,0.819238122567004,0.9650874147464438,0.24022718297739365
102;0.11840322614309429,0.5949676777475249,0.04270163619041112,0.6438502342140591,0.9308869862167843,0.11174787504931794,0.718562707659729,0.933443441609889,0.10366419282782513,0.18372027670313373
103;0.5610642529509582,0.9874732061351181,0.8114482836629896,0.34799093979959594,0.09791057391452274,0.9023521878882562,0.08698761942548228,0.3704620039828064,0.11231987795952703,0.79382849613444
104;0.9422578351659536,0.9190768409166219,0.7686618640638953,0.036930867489622266,0.09047695103940356,0.9772144678144282,0.9725488783158389,0.49341715467092806,0.8910765430549519,0.583282302946491
105;0.4760232734962485,0.9299940320837302,0.9465466933438543,0.04942139039985671,0.48492633065953283,0.11135248832685807,0.5355806653984223,0.8402231121547284,0.3210733059679026,0.7413874056623652
106;0.04479760086255269,0.32559425889649274,0.45227374606729476,0.9036165505671344,0.4279091950254905,0.7251226457495837,0.05264144310097607,0.24286291862048348,0.6792909912158243,0.10835994279547323
107;0.6263152818000751,0.25400235336340704,0.054227498237547245,0.13171147289430496,0.3129005393771219,0.46623618122765187,0.4162108138896927,0.5774151784277709,0.023232927452052965,0.4498224481838117
108;0.9743103567164048,0.1260680098844189,0.7370163990686541,0.2713642347713432,0.02473239487957879,0.033904895694492065,0.7789233795453355,0.10321855500644395,0.37895429608889974,0.14154675684612072
109;0.3383559042942502,0.5024960253384892,0.6633934875739061,0.7877056745845119,0.12543330702704547,0.5427878962842596,0.2793811328868455,0.9259541842869594,0.861193981847406,0.3114111092430708
110;0.5595552084302737,0.23904239888968182,0.12232169323265207,0.23431949691713305,0.03845866610340365,0.20809542812138637,0.1251623502448893,0.8090361605850844,0.09601206538966411,0.942229575505653
111;0.7230964293697848,0.773847107315758,0.9893774936723253,0.7603469182914503,0.364845175580389,0.7474653204567236,0.6412854469479511,0.3175111524240458,0.7328391535694474,0.8182010784361541
112;0.6012746879598295,0.5710844855429302,0.11842910570059473,0.026059729497254436,0.7892253440462151,0.6226550397079502,0.22412894070890665,0.5970198074901434,0.9417188702006482,0.6546725441104533
113;0.20620928247945636,0.6057340882000303,0.11634729291835355,0.8420508212372239,0.015576300075986982,0.6197834842975073,0.6700106165929539,0.4240977850340689,0.16763996823482497,0.11620404787402128
114;0.09021745395532488,0.5257221257436515,0.4926713301061397,0.2595886773800816,0.24713203879134182,0.9981407878213611,0.9490280043885584,0.7534167461242423,0.9997499687399429,0.5889153886409754
115;0.8810139753082606,0.39554839603054603,0.021428066741718044,0.923231638053437,0.8437558593888692,0.008955465193953405,0.9089310144395759,0.7140290836231293,0.30242277876973767,0.7248453704913306
116;0.1372545855013989,0.7949188969086802,0.6712864987488604,0.5000508858315617,0.32908077956790016,0.37317258759092065,0.5592943974931879,0.46668151110255374,0.9208029996236594,0.06590031773471616
117;0.4542497256974052,0.6596126831846704,0.06878156732891738,0.5642947225681209,0.7912037154379934,0.8141657036050333,0.9857802970910071,0.514839115134024,0.6500524074484066,0.9431367429897212
118;0.573755005068688,0.8776495142472199,0.687836601142708,0.9021335417413565,0.9995721892662229,0.3696050437813595,0.8890713487109805,0.369299243746657,0.5034135408031006,0.78602671074318
119;0.1905430494554401,0.16316879587195776,0.2926037182831499,0.09728864563893913,0.3205629919073246,0.6826363726158554,0.46042228809208907,0.024386890574045084,0.6126372985023142,0.9651181484123107
120;0.410726900404633,0.26677813318227817,0.9338821831925279,0.3896104190569404,0.3804649658525099,0.7621588110308929,0.5536664649930618,0.6214211631754951,0.7859432872151014,0.9059737989177189
121;0.04922999089108182,0.9159796526028797,0.4357035286487506,0.9517756701578864,0.8996836946428065,0.37518384460483245,0.6336289173592091,0.0031913553592733956,0.6751854694127116,0.9893944817769726
122;0.2834360338426932,0.8654789970719002,0.29585893759186377,0.7418059008475244,0.8170798321582626,0.7179725237892951,0.9442053328615648,0.03147770025543717,0.45169781837218226,0.592652705661882
123;0.480004783362348,0.2437700508366326,0.6153973844994649,0.7136100635542748,0.5819796092181234,0.26125483061553,0.6024663689603083,0.8144203535580983,0.14930719463381703,0.30832225312459904
124;0.22871290958360957,0.4651494647685982,0.41902536059964657,0.6825156712207808,0.7187693335046331,0.9859354002170836,0.9467438492025231,0.38113032651922063,0.6896070515803764,0.38262519112080173
125;0.2813717843255399,0.5261991097919542,0.6236607235957132,0.7002751554102176,0.2595381369059685,0.6061509591408761,0.51815581904523,0.10696725570366261,0.25256021927676686,0.8999356887786895
126;0.7622962538587449,0.6648942404161461,0.2019765014610051,0.12797622378349327,0.7662246464651962,0.6626481522337911,0.2521447849435843,0.57369741644464,0.33868797320851474,0.5601965933713682
127;0.5479540073855581,0.3382169238665669,0.4925708958032571,0.20051715522209668,0.11056709058151704,0.20335256069061625,0.5938317317574269,0.9062075518149321,0.2935963763876406,0.44158677345708564
128;0.14158618048926097,0.7172611980824491,0.2167346495951844,0.33288876994557637,0.1801995882948365,0.5097949165359196,0.7929966193557968,0.8940731399004129,0.698471259752757,0.30978805069055604
129;0.505199274252238,0.14987163056296104,0.7734582503386945,0.9463836173383026,0.17920011167955063,0.6245537802635057,0.14903587492510506,0.16612650042989563,0.8954813832941674,0.06415621121486914
130;0.707053650427251,0.686652587813746,0.6521412334025171,0.9102998377166677,0.2703490882807148,0.4206930673282443,0.7908700519485917,0.4197901826929237,0.054139927867319804,0.23035026457186947
131;0.31160652620824336,0.932132506938241,0.28475034876270733,0.33721017033828526,0.6677867200590967,0.1150213844060417,0.9554853783828693,0.6255519439199881,0.009483071695660872,0.0375015709629094
132;0.14563592990036422,0.6748365452212669,0.46528363824822283,0.9725228463186883,0.7458330611180554,0.9588760271289571,0.4924760058491542,0.9930720317092874,0.08602155802790956,0.7008775282054117
133;0.290910280928777,0.7274252206210178,0.4021347622351118,0.3162719253495476,0.12774063578328954,0.4669999988125788,0.41440112007096463,0.07523738858957252,0.35158881842977074,0.35503011595647305
134;0.22115232183881706,0.5433153779655261,0.33769519454055275,0.42501171073887967,0.9667473275923153,0.9943133110748318,0.5434462111747348,0.3399427210050132,0.9457718985506591,0.14305794130086558
135;0.6302951336047191,0.8855930685123792,0.52751689083989,0.4172345687617094,0.15364393676252674,0.24829020974692295,0.35117836873326247,0.7922355191222906,0.34655187573075763,0.5289443255469641
136;0.030748504084134987,0.9147778064320632,0.9841051327572578,0.36811569198315974,0.6589237811670635,0.1644188038852501,0.07961328165703874,0.11998239144737977,0.11310189020164829,0.07560185221484061
137;0.3573605801877522,0.5723032857580743,0.4988946920989873,0.860294347299585,0.7385607781028927,0.9256935301195293,0.9763182800707841,0.4885544738727773,0.09267219049771447,0.3879460592310431
138;0.6671635666617105,0.6156478706032708,0.27424495839354435,0.19473174332292675,0.387443763059213,0.9447259783891342,0.6896434345549572,0.2056872173325599,0.6142992674535681,0.0641285952116335
139;0.8675083428304169,0.5989787416624966,0.29935812528174444,0.0061848088335281215,0.0578339429693161,0.889062551168092,0.8553189276837726,0.678185244552952,0.9742168799211864,0.40306881423331553
140;0.9855264657747616,0.2710053229000502,0.1575194090325348,0.9410790003410278,0.09453643464173744,0.9572156649863869,0.5264752027324361,0.8253066240441848,0.3093627061802694,0.6049751925030151
141;0.33994892564407697,0.938579062004541,0.18540106522329347,0.4906675714836696,0.25520676710519474,0.11801423666647559,0.9239091017281512,0.7192098658974427,0.930215634928165,0.7443176910800421
142;0.6367591663233743,0.948480718814331,0.8532559167348335,0.5255355486733019,0.7311766624269253,0.7420696966949948,0.12530512796145754,0.8083812367328959,0.16201370902292933,0.6119253471848636
143;0.7550706950178249,0.7475000730058304,0.9813147194984488,0.17599086129379027,0.0395505633481672,0.23539607054494516,0.9890452047075237,0.7694433720191833,0.11780185606095639,0.2984314764956941
144;0.2778086976052502,0.35306092169862957,0.6806773317947179,0.3334840901735141,0.11383577824328672,0.9822945549529057,0.02464260703765564,0.33298383146218846,0.15079027107084464,0.6073375988187997
145;0.450574936270006,0.8957747763059539,0.29241093145805475,0.6819804379355595,0.5229036090397355,0.8971314623136336,0.3253836530515608,0.4121393663593581,0.01674412969670469,0.7283984239318639
146;0.26597787690597086,0.8356137365746356,0.4004378560324836,0.41069776119492085,0.5827622069213102,0.4401198126317496,0.37195111648211276,0.13656822152024395,0.09725064388432814,0.20296070119748066
147;0.5278221916233728,0.7946782329129848,0.5013322684326164,0.11812869719866148,0.6791766600527838,0.07139435721442045,0.7174228476590969,0.10798463493387767,0.6350386127445475,0.3364580862572074
148;0.21772994046660055,0.4805603298545762,0.7788661956911287,0.33790870969899733,0.7551853064100651,0.3562395321398347,0.19814293917178027,0.5637321777324931,0.2248156791512005,0.5639025727842009
149;0.5275677231055114,0.6635583760774956,0.2138553520913814,0.319050078325241,0.7948048907371874,0.42483035348260134,0.022377716372616763,0.5656807308129573,0.8022696736266821,0.5653770691339024
150;0.0017047660224804861,0.9765570110261815,0.48699152277719127,0.03814864168740384,0.5084304192057157,0.7645167464699618,0.7245298796896033,0.4789807924680135,0.8689565463277215,0.5858846421297572
151;0.07237084242301062,0.7783130210914676,0.3542231226153971,0.10486436991948134,0.8852234104684046,0.0052768285247434266,0.7918248347739159,0.5754987951167759,0.7491098291494003,0.7162706597723854
152;0.05103163527157961,0.250292733156374,0.3224337799950159,0.13663277730431478,0.798170653216485,0.19918566046984054,0.364028696191134,0.7162964927805818,0.8775583523894745,0.6264710805793711
